C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,1,1,UUUU,1,F,82,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,2,1,UUUU,1,M,65,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,1,N,NN,NN,N,NN,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,2,N,NN,NN,N,NN,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,3,N,NN,NN,N,NN,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,4,N,NN,NN,N,NN,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,5,N,NN,NN,N,NN,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,6,N,NN,NN,N,NN,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,7,N,NN,NN,N,NN,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,1,M,60,11,2,UU,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,2,M,31,23,2,UU,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,5,1,UUUU,NN,N,NN,NN,N,NN,U,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,6,1,UUUU,1,M,21,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,7,1,UUUU,1,M,72,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,8,1,UUUU,1,M,61,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,9,1,UUUU,1,M,38,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,10,1,UUUU,1,F,79,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,11,1,UUUU,1,F,20,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,12,1,UUUU,1,F,47,11,1,NN,1,1349859
2008,UU,U,UU,2,UU,UU,1,U,U,U,UU,13,7,UUUU,1,M,24,11,1,NN,1,1349859
2008,UU,U,UU,2,2,21,UU,4,Q,U,17,1,UU,UUUU,NN,N,NN,NN,N,NN,U,1446648
2008,UU,U,UU,2,2,21,UU,4,Q,U,17,2,1,1995,1,M,28,11,1,2,1,1446648
2008,UU,U,UU,2,2,21,UU,4,Q,U,17,2,1,1995,2,F,28,13,2,UU,2,1446648
2008,UU,U,UU,2,2,21,UU,1,Q,U,18,1,1,1998,1,M,55,11,1,2,1,1449691
2008,UU,U,UU,2,2,21,UU,1,Q,U,18,2,1,2001,1,M,30,11,2,2,1,1449691
2008,UU,U,UU,2,2,21,UU,1,Q,U,18,2,1,2001,2,M,31,13,2,2,2,1449691
2008,UU,U,20,2,1,6,UU,3,2,U,18,1,14,2006,1,M,46,96,2,9,5,1454099
2008,UU,U,20,2,1,6,UU,3,2,U,18,1,14,2006,2,F,41,96,1,9,5,1454099
