C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2014,11,1,9,2,3,UU,2,3,2,1,UU,1,QQ,2000,1,N,NN,NN,N,NN,U,2101731
2014,11,1,9,2,3,UU,2,3,2,1,UU,2,UU,NNNN,1,M,31,11,2,2,U,2101731
2014,11,1,9,2,3,UU,2,3,2,1,UU,3,1,UUUU,1,M,65,11,1,NN,1,2101731
2014,11,1,9,2,3,UU,2,3,2,1,UU,4,1,UUUU,1,M,31,11,1,NN,1,2101731
2014,11,1,9,2,3,UU,2,3,2,1,UU,5,1,UUUU,1,M,43,11,2,2,1,2101731
2014,11,1,15,2,2,QQ,2,1,1,1,UU,1,1,UUUU,1,M,63,11,2,2,1,2102154
2014,11,1,15,2,2,QQ,2,1,1,1,UU,2,20,UUUU,1,M,49,11,1,NN,U,2102154
2014,11,1,19,2,2,31,2,1,2,1,18,1,20,UUUU,1,M,52,11,1,NN,U,2102167
2014,11,1,19,2,2,31,2,1,2,1,18,2,1,UUUU,1,F,NN,11,2,NN,1,2102167
2014,11,1,11,2,1,3,2,1,2,1,18,1,1,UUUU,1,F,48,11,2,2,1,2102315
2014,11,1,16,2,1,UU,UU,4,3,3,18,1,1,UUUU,1,M,9,23,2,2,2,2102356
2014,11,1,16,2,1,UU,UU,4,3,3,18,1,1,UUUU,2,F,33,11,1,NN,1,2102356
2014,11,1,9,2,2,UU,8,1,1,1,3,1,1,UUUU,1,F,34,13,2,2,2,2102405
2014,11,1,9,2,2,UU,8,1,1,1,3,1,1,UUUU,2,M,37,11,1,NN,1,2102405
2014,11,1,9,2,2,UU,8,1,1,1,3,2,NN,UUUU,1,F,26,11,1,NN,U,2102405
2014,11,1,20,2,2,35,3,1,1,1,18,1,1,UUUU,1,M,69,11,1,NN,1,2102417
2014,11,1,20,2,2,35,3,1,1,1,18,2,1,UUUU,1,F,56,11,2,2,1,2102417
2014,11,1,20,2,2,35,3,1,1,1,18,2,1,UUUU,2,F,67,13,2,2,2,2102417
2014,11,1,12,2,2,QQ,UU,1,1,1,3,1,1,UUUU,1,F,25,11,1,NN,1,2102468
2014,11,1,12,2,2,QQ,UU,1,1,1,3,2,1,UUUU,1,F,40,12,2,2,2,2102468
2014,11,1,12,2,2,QQ,UU,1,1,1,3,2,1,UUUU,2,M,52,11,1,NN,1,2102468
2014,11,1,14,2,2,35,3,1,1,2,UU,1,1,2000,1,N,NN,11,1,NN,1,2102469
2014,11,1,14,2,2,35,3,1,1,2,UU,2,1,UUUU,1,F,86,11,2,2,1,2102469
2014,11,1,14,2,2,35,3,1,1,2,UU,2,1,UUUU,2,F,NN,13,2,2,2,2102469
2014,11,1,14,2,2,35,3,1,1,2,UU,2,1,UUUU,3,F,NN,21,2,2,2,2102469
2014,11,1,19,2,2,33,2,1,1,1,1,1,1,UUUU,1,M,7,21,2,2,2,2102498
2014,11,1,19,2,2,33,2,1,1,1,1,1,1,UUUU,2,F,64,11,1,NN,1,2102498
2014,11,1,19,2,2,33,2,1,1,1,1,2,1,UUUU,1,F,21,11,2,2,1,2102498
2014,11,1,8,2,1,UU,UU,2,2,5,UU,1,1,UUUU,1,F,46,11,2,NN,1,2102505
2014,11,1,17,2,2,35,2,1,1,1,18,1,1,UUUU,1,F,NN,11,2,NN,1,2102617
2014,11,1,17,2,2,35,2,1,1,1,18,2,1,UUUU,1,M,33,11,1,NN,1,2102617
2014,11,1,17,2,3,2,2,3,2,1,18,1,NN,2000,1,N,NN,11,1,NN,U,2102685
2014,11,1,17,2,3,2,2,3,2,1,18,2,1,UUUU,1,F,26,11,2,2,1,2102685
2014,11,1,17,2,3,2,2,3,2,1,18,3,1,UUUU,1,N,NN,NN,N,NN,U,2102685
2014,11,1,17,2,3,2,2,3,2,1,18,3,1,UUUU,2,F,32,11,2,2,1,2102685
2014,11,1,17,2,3,2,2,3,2,1,18,4,1,UUUU,1,F,NN,13,2,2,2,2102685
2014,11,1,17,2,3,2,2,3,2,1,18,4,1,UUUU,2,M,20,11,1,NN,1,2102685
2014,11,1,8,2,1,4,UU,2,5,1,UU,1,1,UUUU,1,F,22,11,2,2,1,2102830
2014,11,1,17,2,2,QQ,UU,1,1,1,1,1,1,UUUU,1,F,72,13,2,2,2,2102842
2014,11,1,17,2,2,QQ,UU,1,1,1,1,1,1,UUUU,2,M,76,11,1,NN,1,2102842
2014,11,1,17,2,2,QQ,UU,1,1,1,1,2,1,UUUU,1,M,19,11,1,NN,1,2102842
2014,11,1,8,1,1,4,UU,1,1,1,18,1,1,UUUU,1,M,18,11,3,1,1,2102858
2014,11,1,13,2,2,21,2,2,1,1,3,1,1,UUUU,1,M,54,11,2,2,1,2103059
2014,11,1,13,2,2,21,2,2,1,1,3,1,1,UUUU,2,F,50,13,2,2,2,2103059
2014,11,1,13,2,2,21,2,2,1,1,3,2,1,UUUU,1,M,21,11,1,NN,1,2103059
2014,11,1,17,2,2,UU,UU,1,1,1,1,1,1,UUUU,1,M,55,11,1,NN,1,2103096
2014,11,1,17,2,2,UU,UU,1,1,1,1,2,1,UUUU,1,M,47,11,2,2,1,2103096
2014,11,1,14,2,2,21,UU,2,1,1,1,1,1,UUUU,1,M,21,11,1,NN,1,2103102
2014,11,1,14,2,2,21,UU,2,1,1,1,2,1,UUUU,1,F,46,11,2,2,1,2103102
2014,11,1,22,2,1,4,UU,1,1,4,18,1,5,UUUU,1,M,48,13,2,2,2,2103128
2014,11,1,22,2,1,4,UU,1,1,4,18,1,5,UUUU,2,M,40,23,2,2,2,2103128
2014,11,1,22,2,1,4,UU,1,1,4,18,1,5,UUUU,3,M,40,11,1,NN,1,2103128
2014,11,1,21,2,1,2,2,3,2,1,3,1,1,2012,1,M,18,11,2,12,1,2103414
2014,11,1,9,1,1,2,1,1,2,1,18,1,1,1997,1,M,33,11,1,2,1,2103452
2014,11,1,9,1,1,2,1,1,2,1,18,99,NN,NNNN,2,F,65,99,3,NN,3,2103452
2014,11,1,17,2,2,21,2,3,2,1,18,1,1,2009,1,M,32,11,1,2,1,2103510
2014,11,1,17,2,2,21,2,3,2,1,18,2,1,2013,2,F,51,11,2,2,1,2103510
2014,11,1,14,2,2,21,1,1,1,1,18,1,1,2000,1,M,19,11,2,2,1,2103560
2014,11,1,14,2,2,21,1,1,1,1,18,2,1,2004,2,M,54,11,1,2,1,2103560
2014,11,1,19,2,1,2,1,3,2,1,6,1,1,2002,NN,N,NN,NN,N,NN,U,2103590
2014,11,1,19,2,1,2,1,3,2,1,6,1,1,2002,NN,N,NN,NN,N,NN,U,2103590
2014,11,1,19,2,1,2,1,3,2,1,6,99,NN,NNNN,3,F,56,99,2,NN,3,2103590
2014,11,1,18,2,2,36,2,3,2,1,18,1,8,2012,1,M,58,11,1,2,1,2103629
2014,11,1,18,2,2,36,2,3,2,1,18,2,1,2002,2,M,24,11,2,2,1,2103629
2014,11,1,15,2,1,3,2,4,2,4,18,1,1,2009,1,M,74,11,2,2,1,2103633
2014,11,1,14,2,1,3,1,3,9,1,UU,1,1,2006,1,F,48,11,2,2,1,2105643
2014,11,1,14,2,1,3,1,3,9,1,UU,1,1,2006,2,M,UU,QQ,N,NN,U,2105643
2014,11,1,14,2,1,3,1,3,9,1,UU,99,NN,NNNN,1,U,UU,QQ,N,NN,3,2105643
2014,11,1,16,2,1,3,1,3,9,1,18,1,1,2013,1,M,62,11,2,2,1,2105777
2014,11,1,16,2,1,3,1,3,9,1,18,1,1,2013,2,U,UU,QQ,N,NN,U,2105777
2014,11,1,1,2,1,4,1,3,2,1,18,1,1,2012,1,M,18,11,2,2,1,2105782
2014,11,1,1,2,1,4,1,3,2,1,18,1,1,2012,2,U,68,QQ,N,NN,U,2105782
2014,11,1,10,2,2,21,3,3,2,2,12,1,1,2003,1,M,33,13,1,2,2,2105812
2014,11,1,10,2,2,21,3,3,2,2,12,1,1,2003,2,M,33,11,1,2,1,2105812
2014,11,1,10,2,2,21,3,3,2,2,12,2,1,2006,1,M,82,11,2,2,1,2105812
2014,11,1,10,2,2,21,3,3,2,2,12,2,1,2006,2,F,47,13,1,2,2,2105812
2014,11,1,10,2,2,21,3,3,2,2,12,2,1,2006,3,U,UU,QQ,N,NN,U,2105812
2014,11,1,10,2,2,21,3,3,2,2,12,99,NN,NNNN,1,F,45,QQ,N,NN,3,2105812
2014,11,1,22,2,1,3,5,3,1,6,18,1,1,2008,1,M,65,11,2,2,1,2105854
2014,11,1,1,2,1,4,1,1,2,3,UU,1,1,2006,1,F,37,11,2,2,1,2105976
2014,11,1,19,2,2,21,1,1,1,2,18,1,1,2010,1,M,64,11,2,2,1,2105984
2014,11,1,19,2,2,21,1,1,1,2,18,2,1,2010,1,F,25,13,2,2,2,2105984
2014,11,1,19,2,2,21,1,1,1,2,18,2,1,2010,2,M,25,11,2,2,1,2105984
2014,11,1,17,2,2,31,2,1,1,3,3,1,1,2014,1,M,37,11,2,2,1,2105988
2014,11,1,17,2,2,31,2,1,1,3,3,1,1,2014,2,F,39,13,2,2,2,2105988
2014,11,1,17,2,2,31,2,1,1,3,3,1,1,2014,3,U,UU,QQ,N,NN,U,2105988
2014,11,1,17,2,2,31,2,1,1,3,3,2,1,1999,1,M,16,11,2,2,1,2105988
2014,11,1,17,2,2,31,2,1,1,3,3,2,1,1999,2,M,15,13,2,2,2,2105988
2014,11,1,17,2,2,31,2,1,1,3,3,2,1,1999,3,M,16,33,2,2,2,2105988
2014,11,1,17,2,2,31,2,1,1,3,3,2,1,1999,4,U,UU,QQ,N,NN,U,2105988
2014,11,1,17,2,2,21,3,1,1,1,18,1,1,2001,1,M,16,13,1,2,2,2105993
2014,11,1,17,2,2,21,3,1,1,1,18,1,1,2001,2,F,11,QQ,1,2,U,2105993
2014,11,1,17,2,2,21,3,1,1,1,18,1,1,2001,3,M,43,11,1,2,1,2105993
2014,11,1,17,2,2,21,3,1,1,1,18,2,1,1999,1,F,54,13,2,2,2,2105993
2014,11,1,17,2,2,21,3,1,1,1,18,2,1,1999,2,M,6,21,1,2,2,2105993
2014,11,1,17,2,2,21,3,1,1,1,18,2,1,1999,3,F,33,11,1,2,1,2105993
2014,11,1,10,2,1,3,1,2,1,4,18,1,1,UUUU,1,M,47,11,2,2,1,2105994
2014,11,1,10,2,1,2,1,1,1,1,UU,1,1,2013,1,F,69,11,2,2,1,2106048
2014,11,1,22,2,1,UU,2,2,1,2,6,1,1,2005,1,F,23,11,1,2,1,2106053
2014,11,1,22,2,1,UU,2,2,1,2,6,99,NN,NNNN,1,M,24,99,2,NN,3,2106053
2014,11,1,18,2,1,2,1,1,2,1,UU,1,1,1997,1,F,38,11,2,2,1,2106061
2014,11,1,17,2,1,2,1,1,1,1,1,1,1,2010,1,F,40,11,1,2,1,2106074
2014,11,1,17,2,1,2,1,1,1,1,1,1,1,2010,2,M,43,QQ,N,NN,U,2106074
2014,11,1,17,2,1,2,1,1,1,1,1,99,NN,NNNN,1,F,75,99,2,NN,3,2106074
2014,11,1,17,2,1,2,1,1,1,1,1,99,NN,NNNN,2,F,51,QQ,N,NN,3,2106074
2014,11,1,17,2,1,2,1,1,1,1,1,99,NN,NNNN,3,F,71,QQ,N,NN,3,2106074
