C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,1,1,UUUU,1,F,82,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,2,1,UUUU,1,M,65,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,1,N,NN,NN,N,NN,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,2,N,NN,NN,N,NN,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,3,N,NN,NN,N,NN,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,4,N,NN,NN,N,NN,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,5,N,NN,NN,N,NN,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,6,N,NN,NN,N,NN,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,7,N,NN,NN,N,NN,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,1,M,60,11,2,UU,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,2,M,31,23,2,UU,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,5,1,UUUU,NN,N,NN,NN,N,NN,U,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,6,1,UUUU,1,M,21,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,7,1,UUUU,1,M,72,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,8,1,UUUU,1,M,61,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,9,1,UUUU,1,M,38,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,10,1,UUUU,1,F,79,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,11,1,UUUU,1,F,20,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,12,1,UUUU,1,F,47,11,1,NN,1,2101728
2014,UU,U,UU,2,UU,UU,1,U,U,U,UU,13,7,UUUU,1,M,24,11,1,NN,1,2101728
2014,UU,U,23,2,1,6,5,1,1,U,18,1,14,2006,1,M,29,96,2,9,5,2195055
2014,UU,U,14,2,1,2,1,1,5,4,18,1,1,2006,1,F,UU,11,2,1,1,2218005
2014,UU,U,22,1,1,6,1,2,4,Q,18,1,22,UUUU,1,M,67,12,3,1,U,2218013
2014,UU,U,22,1,1,6,1,2,4,Q,18,1,22,UUUU,2,M,10,98,1,1,U,2218013
