C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2001,3,1,16,2,2,QQ,3,1,2,1,18,1,1,UUUU,1,M,49,11,1,NN,1,307293
2001,3,1,16,2,2,QQ,3,1,2,1,18,2,1,UUUU,1,M,NN,11,2,2,1,307293
2001,3,1,16,2,2,QQ,3,1,2,1,18,2,1,UUUU,2,F,NN,12,2,2,2,307293
2001,3,1,16,2,2,QQ,3,1,2,1,18,2,1,UUUU,3,F,NN,13,2,2,2,307293
2001,3,1,19,2,2,32,UU,4,3,4,18,1,1,UUUU,1,M,32,11,2,2,1,307417
2001,3,1,19,2,2,32,UU,4,3,4,18,2,1,UUUU,1,M,24,11,1,NN,1,307417
2001,3,1,17,2,3,UU,UU,1,1,4,10,1,1,UUUU,1,M,42,11,1,NN,1,307452
2001,3,1,17,2,3,UU,UU,1,1,4,10,2,1,UUUU,1,M,25,21,2,2,2,307452
2001,3,1,17,2,3,UU,UU,1,1,4,10,2,1,UUUU,2,M,52,23,2,2,2,307452
2001,3,1,17,2,3,UU,UU,1,1,4,10,2,1,UUUU,3,M,35,11,1,NN,1,307452
2001,3,1,16,2,1,2,2,1,1,2,18,1,5,UUUU,1,M,46,11,2,2,1,307455
2001,3,1,18,2,1,4,2,4,3,3,UU,1,1,UUUU,1,F,77,11,2,2,1,307456
2001,3,1,15,2,2,21,UU,1,1,1,1,1,1,UUUU,1,M,26,11,2,2,1,307466
2001,3,1,15,2,2,21,UU,1,1,1,1,2,1,UUUU,1,F,37,11,1,NN,1,307466
2001,3,1,15,2,2,21,2,1,1,1,UU,1,1,UUUU,1,M,78,11,1,NN,1,307495
2001,3,1,15,2,2,21,2,1,1,1,UU,2,1,UUUU,1,F,70,11,2,2,1,307495
2001,3,1,18,2,3,QQ,UU,1,1,1,1,1,NN,2000,1,N,NN,11,1,NN,U,307515
2001,3,1,18,2,3,QQ,UU,1,1,1,1,2,5,UUUU,1,M,42,11,1,NN,1,307515
2001,3,1,18,2,3,QQ,UU,1,1,1,1,3,1,UUUU,1,F,29,11,1,NN,1,307515
2001,3,1,18,2,3,QQ,UU,1,1,1,1,4,1,UUUU,1,N,NN,NN,N,NN,U,307515
2001,3,1,18,2,3,QQ,UU,1,1,1,1,4,1,UUUU,2,F,40,11,2,2,1,307515
2001,3,1,19,2,2,21,UU,5,5,5,UU,1,5,UUUU,1,M,21,11,1,NN,1,307546
2001,3,1,19,2,2,21,UU,5,5,5,UU,2,1,2000,1,F,50,13,2,2,2,307546
2001,3,1,19,2,2,21,UU,5,5,5,UU,2,1,2000,2,M,52,11,1,NN,1,307546
2001,3,1,14,2,2,QQ,2,2,2,1,18,1,1,UUUU,1,M,30,11,2,2,1,307715
2001,3,1,14,2,2,QQ,2,2,2,1,18,2,1,UUUU,1,M,NN,11,1,NN,1,307715
2001,3,1,8,2,3,UU,2,1,1,1,UU,1,1,UUUU,1,M,49,11,1,NN,1,307766
2001,3,1,8,2,3,UU,2,1,1,1,UU,2,1,UUUU,1,M,52,11,2,2,1,307766
2001,3,1,10,2,2,QQ,UU,1,U,1,18,1,1,UUUU,1,F,35,11,2,NN,1,307771
2001,3,1,10,2,2,QQ,UU,1,U,1,18,2,1,UUUU,1,F,26,11,1,NN,1,307771
2001,3,1,13,2,2,QQ,UU,1,2,1,3,1,7,UUUU,1,M,22,11,1,NN,1,307811
2001,3,1,13,2,2,QQ,UU,1,2,1,3,2,1,UUUU,1,F,37,11,2,2,1,307811
2001,3,1,18,2,2,35,2,1,1,4,3,1,1,UUUU,1,M,52,11,1,NN,1,307840
2001,3,1,18,2,2,35,2,1,1,4,3,2,1,UUUU,1,F,18,11,2,2,1,307840
2001,3,1,15,2,2,21,UU,1,1,1,18,1,1,UUUU,1,M,19,11,1,NN,1,307856
