C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2001,9,1,13,2,2,35,2,1,1,1,18,1,1,UUUU,1,F,87,11,2,2,1,308556
2001,9,1,13,2,2,35,2,1,1,1,18,2,1,UUUU,1,M,37,11,2,2,1,308556
2001,9,1,14,2,2,21,UU,2,1,1,1,1,1,UUUU,1,F,40,11,1,NN,1,308566
2001,9,1,14,2,2,21,UU,2,1,1,1,2,1,UUUU,1,F,22,11,2,2,1,308566
2001,9,1,21,2,2,35,2,1,1,1,1,1,1,UUUU,1,M,19,11,1,NN,1,308864
2001,9,1,21,2,2,35,2,1,1,1,1,2,1,UUUU,1,M,40,11,2,NN,1,308864
2001,9,1,7,2,2,21,UU,1,2,1,UU,1,1,UUUU,1,M,NN,13,2,2,2,308970
2001,9,1,7,2,2,21,UU,1,2,1,UU,1,1,UUUU,2,M,58,11,1,NN,1,308970
2001,9,1,7,2,2,21,UU,1,2,1,UU,2,1,UUUU,1,M,47,11,2,2,1,308970
2001,9,1,15,2,2,23,UU,1,1,1,UU,1,1,UUUU,1,F,21,11,2,2,1,308971
2001,9,1,15,2,2,23,UU,1,1,1,UU,2,1,UUUU,1,M,47,11,1,NN,1,308971
2001,9,1,12,2,1,QQ,2,1,1,1,UU,1,14,UUUU,1,M,23,11,2,9,5,309048
2001,9,1,16,2,2,21,UU,1,1,1,3,1,1,UUUU,1,F,34,11,2,2,1,309052
2001,9,1,16,2,2,21,UU,1,1,1,3,1,1,UUUU,2,M,10,23,2,2,2,309052
2001,9,1,16,2,2,21,UU,1,1,1,3,2,NN,UUUU,1,M,30,11,1,NN,U,309052
2001,9,1,17,2,2,QQ,UU,1,1,1,3,1,1,UUUU,1,M,32,11,2,2,1,309108
2001,9,1,17,2,2,QQ,UU,1,1,1,3,2,1,UUUU,1,F,43,11,1,NN,1,309108
2001,9,1,8,2,2,21,UU,2,1,1,1,1,5,UUUU,1,F,28,11,1,NN,1,309128
2001,9,1,8,2,2,21,UU,2,1,1,1,2,1,UUUU,1,F,42,11,2,2,1,309128
2001,9,1,15,2,2,35,2,1,1,1,3,1,1,UUUU,1,M,22,11,1,NN,1,309203
2001,9,1,15,2,2,35,2,1,1,1,3,2,1,UUUU,1,F,NN,11,2,2,1,309203
2001,9,1,18,2,1,3,UU,2,6,3,18,1,1,UUUU,1,F,40,11,2,UU,1,309232
2001,9,1,19,2,2,21,2,1,1,1,UU,1,1,UUUU,1,M,19,11,2,2,1,309347
2001,9,1,19,2,2,21,2,1,1,1,UU,1,1,UUUU,2,M,19,13,2,1,2,309347
2001,9,1,19,2,2,21,2,1,1,1,UU,2,NN,2000,1,N,NN,NN,N,NN,U,309347
2001,9,1,19,2,2,21,2,1,1,1,UU,2,NN,2000,2,N,NN,NN,N,NN,U,309347
2001,9,1,19,2,2,21,2,1,1,1,UU,3,UU,NNNN,1,F,16,21,2,2,U,309347
