C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,1,1,UUUU,1,F,82,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,2,1,UUUU,1,M,65,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,1,N,NN,NN,N,NN,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,2,N,NN,NN,N,NN,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,3,N,NN,NN,N,NN,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,4,N,NN,NN,N,NN,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,5,N,NN,NN,N,NN,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,6,N,NN,NN,N,NN,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,7,N,NN,NN,N,NN,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,1,M,60,11,2,UU,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,2,M,31,23,2,UU,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,5,1,UUUU,NN,N,NN,NN,N,NN,U,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,6,1,UUUU,1,M,21,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,7,1,UUUU,1,M,72,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,8,1,UUUU,1,M,61,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,9,1,UUUU,1,M,38,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,10,1,UUUU,1,F,79,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,11,1,UUUU,1,F,20,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,12,1,UUUU,1,F,47,11,1,NN,1,1979596
2013,UU,U,UU,2,UU,UU,1,U,U,U,UU,13,7,UUUU,1,M,24,11,1,NN,1,1979596
2013,UU,U,UU,2,2,33,2,1,1,1,1,1,1,2002,1,M,19,11,1,2,1,2081428
2013,UU,U,UU,2,2,33,2,1,1,1,1,2,1,1995,1,F,69,11,2,2,1,2081428
2013,UU,U,UU,2,3,21,1,1,1,1,18,1,1,2006,1,M,25,11,1,2,1,2081432
2013,UU,U,UU,2,3,21,1,1,1,1,18,2,1,1996,1,M,42,11,1,2,1,2081432
2013,UU,U,UU,2,3,21,1,1,1,1,18,3,1,1993,1,F,51,11,2,2,1,2081432
2013,UU,U,16,2,1,2,1,2,5,1,18,1,22,2013,1,M,15,12,2,1,U,2101718
