C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,1,1,UUUU,1,M,22,11,1,NN,1,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,2,1,UUUU,1,N,NN,NN,N,NN,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,1,N,NN,NN,N,NN,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,2,N,NN,NN,N,NN,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,3,N,NN,NN,N,NN,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,4,N,NN,NN,N,NN,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,5,N,NN,NN,N,NN,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,6,N,NN,NN,N,NN,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,7,N,NN,NN,N,NN,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,1,F,74,11,2,2,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,2,F,31,11,2,2,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,3,F,3,21,2,2,U,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,5,1,UUUU,1,F,21,11,1,NN,1,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,6,1,UUUU,1,F,24,11,1,NN,1,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,7,1,UUUU,1,F,74,11,1,NN,1,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,8,1,UUUU,1,F,54,11,1,NN,1,151316
2000,UU,U,UU,2,UU,UU,1,U,U,U,UU,9,1,UUUU,1,F,81,11,1,NN,1,151316
2000,UU,U,UU,2,2,41,1,1,1,1,17,1,1,1995,NN,N,NN,NN,N,NN,U,272782
2000,UU,U,UU,2,2,41,1,1,1,1,17,2,1,1998,1,F,37,11,2,1,1,272782
2000,UU,U,UU,2,1,4,2,1,Q,1,18,1,1,1992,1,F,18,11,2,2,1,275808
2000,UU,U,UU,2,1,4,1,1,1,U,18,1,14,1994,1,M,27,96,2,9,5,277363
2000,UU,U,UU,2,1,4,1,1,1,U,18,1,14,1994,2,F,29,96,2,9,5,277363
2000,UU,U,16,2,2,21,2,1,1,1,QQ,1,1,1994,1,F,39,11,2,UU,1,280882
2000,UU,U,16,2,2,21,2,1,1,1,QQ,2,1,UUUU,1,M,UU,11,1,UU,1,280882
2000,UU,U,0,2,1,3,UU,1,1,U,QQ,1,14,1983,1,F,43,96,2,9,5,282293
2000,UU,U,0,2,1,3,UU,1,1,U,QQ,1,14,1983,2,M,UU,96,2,9,5,282293
