C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2015,UU,U,UU,2,2,UU,1,6,2,1,18,1,1,2010,1,M,68,11,2,2,1,2308417
2015,UU,U,UU,2,2,UU,1,6,2,1,18,1,1,2010,2,U,UU,13,2,2,2,2308417
2015,UU,U,UU,2,2,UU,1,6,2,1,18,2,1,2008,1,M,49,11,2,2,1,2308417
2015,UU,U,0,2,1,3,1,U,U,4,18,1,8,2015,1,M,50,11,2,UU,1,2317818
2015,UU,U,UU,2,2,32,1,1,1,1,UU,1,1,2003,1,F,45,11,2,2,1,2318657
2015,UU,U,UU,2,2,32,1,1,1,1,UU,2,1,2012,1,U,UU,11,1,UU,1,2318657
2015,UU,U,21,2,1,QQ,2,1,1,1,6,1,1,2006,99,F,25,11,1,2,1,2337525
2015,UU,U,21,2,1,QQ,2,1,1,1,6,99,NN,NNNN,1,M,UU,99,2,NN,3,2337525
2015,UU,U,8,2,2,35,2,1,5,4,3,1,1,2007,1,M,44,11,2,2,1,2337532
2015,UU,U,8,2,2,35,2,1,5,4,3,2,1,2012,1,M,38,11,1,2,1,2337532
2015,UU,U,8,2,2,33,1,1,1,1,18,1,1,2005,1,F,39,11,2,2,1,2337537
2015,UU,U,8,2,2,33,1,1,1,1,18,2,1,2014,1,M,31,11,1,2,1,2337537
