C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2012,2,1,9,2,2,22,UU,2,2,1,UU,1,7,UUUU,1,M,72,11,2,2,1,1854968
2012,2,1,9,2,2,22,UU,2,2,1,UU,2,1,UUUU,1,M,47,11,1,NN,1,1854968
2012,2,1,15,2,1,QQ,2,5,5,1,UU,1,1,UUUU,1,F,59,11,2,2,1,1854990
2012,2,1,16,2,2,QQ,2,1,2,1,UU,1,22,UUUU,1,M,49,11,2,9,U,1855027
2012,2,1,16,2,2,QQ,2,1,2,1,UU,2,1,UUUU,1,M,33,11,1,NN,1,1855027
2012,2,1,11,2,2,32,UU,1,3,1,18,1,20,UUUU,1,M,54,11,1,NN,U,1855070
2012,2,1,11,2,2,32,UU,1,3,1,18,2,1,UUUU,1,M,90,11,2,2,1,1855070
2012,2,1,15,2,2,35,UU,1,3,1,18,1,1,UUUU,1,F,14,13,2,2,2,1855108
2012,2,1,15,2,2,35,UU,1,3,1,18,1,1,UUUU,2,F,49,11,1,NN,1,1855108
2012,2,1,15,2,2,35,UU,1,3,1,18,2,1,UUUU,1,F,39,11,1,NN,1,1855108
2012,2,1,17,2,2,21,UU,1,1,2,18,1,1,UUUU,1,F,27,13,2,2,2,1855142
2012,2,1,17,2,2,21,UU,1,1,2,18,1,1,UUUU,2,M,28,11,1,NN,1,1855142
2012,2,1,17,2,2,21,UU,1,1,2,18,2,1,UUUU,1,M,26,11,1,NN,1,1855142
2012,2,1,13,2,2,35,2,1,1,1,18,1,NN,UUUU,1,M,58,11,2,2,U,1855247
2012,2,1,13,2,2,35,2,1,1,1,18,1,NN,UUUU,2,M,23,13,2,2,U,1855247
2012,2,1,13,2,2,35,2,1,1,1,18,2,NN,UUUU,1,F,31,11,1,NN,U,1855247
2012,2,1,14,2,2,35,UU,2,2,3,18,1,22,UUUU,1,M,76,98,2,NN,U,1855293
2012,2,1,14,2,2,35,UU,2,2,3,18,1,22,UUUU,2,M,77,11,1,NN,U,1855293
2012,2,1,14,2,2,35,UU,2,2,3,18,2,1,UUUU,1,M,65,11,1,NN,1,1855293
2012,2,1,10,2,2,35,8,1,2,1,3,1,1,UUUU,1,F,19,11,2,2,1,1855369
2012,2,1,10,2,2,35,8,1,2,1,3,2,1,UUUU,1,M,55,11,1,NN,1,1855369
2012,2,1,18,2,2,QQ,UU,4,3,1,3,1,1,UUUU,1,F,42,11,2,2,1,1855370
2012,2,1,18,2,2,QQ,UU,4,3,1,3,2,1,UUUU,1,M,23,11,1,NN,1,1855370
2012,2,1,11,2,2,21,UU,1,2,1,UU,1,1,UUUU,1,M,43,11,1,NN,1,1855462
2012,2,1,11,2,2,21,UU,1,2,1,UU,2,1,UUUU,1,F,22,13,2,2,2,1855462
2012,2,1,16,2,2,32,2,1,3,3,18,1,1,UUUU,1,F,66,11,2,2,1,1855518
2012,2,1,16,2,2,32,2,1,3,3,18,1,1,UUUU,2,F,6,13,2,2,2,1855518
2012,2,1,16,2,2,32,2,1,3,3,18,2,1,UUUU,1,M,17,11,1,NN,1,1855518
2012,2,1,11,2,2,35,2,1,5,6,18,1,1,UUUU,1,M,58,11,1,NN,1,1855555
2012,2,1,11,2,2,35,2,1,5,6,18,2,1,UUUU,1,F,52,11,2,2,1,1855555
2012,2,1,15,2,2,35,2,1,1,1,1,1,5,UUUU,1,F,48,11,2,12,1,1855657
2012,2,1,15,2,2,35,2,1,1,1,1,2,1,UUUU,1,M,47,11,1,NN,1,1855657
2012,2,1,15,2,1,UU,UU,1,1,1,3,1,1,UUUU,1,N,NN,NN,N,NN,U,1855659
2012,2,1,15,2,1,UU,UU,1,1,1,3,99,NN,NNNN,1,F,16,99,2,NN,3,1855659
2012,2,1,18,2,2,QQ,UU,4,3,4,3,1,1,UUUU,1,F,60,11,1,NN,1,1855669
2012,2,1,18,2,2,QQ,UU,4,3,4,3,2,1,UUUU,1,F,21,11,2,2,1,1855669
2012,2,1,15,2,1,QQ,3,U,U,1,18,1,1,UUUU,1,F,21,23,2,2,2,1855680
2012,2,1,15,2,1,QQ,3,U,U,1,18,1,1,UUUU,2,M,42,11,1,NN,1,1855680
2012,2,1,11,2,1,2,UU,1,2,1,18,1,1,UUUU,1,M,75,11,1,NN,1,1855883
2012,2,1,11,2,1,2,UU,1,2,1,18,99,NN,NNNN,1,M,52,99,2,NN,3,1855883
2012,2,1,11,2,2,QQ,2,2,2,2,1,1,1,UUUU,1,M,20,11,2,2,1,1855892
2012,2,1,11,2,2,QQ,2,2,2,2,1,2,NN,UUUU,1,F,38,11,1,NN,U,1855892
2012,2,1,18,2,3,21,2,4,3,1,18,1,1,UUUU,1,M,24,11,1,NN,1,1855915
2012,2,1,18,2,3,21,2,4,3,1,18,2,1,UUUU,1,F,20,11,2,2,1,1855915
2012,2,1,17,2,2,21,UU,1,1,5,4,1,1,UUUU,1,M,50,11,2,2,1,1855937
2012,2,1,17,2,2,21,UU,1,1,5,4,1,1,UUUU,2,F,22,13,2,2,2,1855937
2012,2,1,17,2,2,21,UU,1,1,5,4,2,1,UUUU,1,M,36,11,1,NN,1,1855937
2012,2,1,13,2,2,21,2,1,1,1,4,1,1,UUUU,1,M,57,13,2,2,2,1855964
2012,2,1,13,2,2,21,2,1,1,1,4,1,1,UUUU,2,F,49,23,2,2,2,1855964
2012,2,1,13,2,2,21,2,1,1,1,4,1,1,UUUU,3,M,68,11,1,NN,1,1855964
2012,2,1,13,2,2,21,2,1,1,1,4,2,1,UUUU,1,F,32,11,1,NN,1,1855964
2012,2,1,14,2,2,21,UU,2,3,1,1,1,1,UUUU,1,M,62,11,2,2,1,1855976
2012,2,1,14,2,2,21,UU,2,3,1,1,2,1,UUUU,1,M,56,11,1,NN,1,1855976
2012,2,1,16,2,2,UU,QQ,1,1,1,1,1,1,2007,1,M,36,11,2,2,1,1856485
2012,2,1,16,2,2,UU,QQ,1,1,1,1,2,7,2005,2,M,37,11,1,2,1,1856485
2012,2,1,9,2,2,3,QQ,1,5,4,18,1,7,1999,1,M,60,11,1,NN,1,1856581
2012,2,1,9,2,2,3,QQ,1,5,4,18,2,1,2010,2,F,55,11,2,2,1,1856581
2012,2,1,11,2,2,21,1,1,3,1,18,1,20,2003,1,M,55,11,1,UU,U,1856733
2012,2,1,11,2,2,21,1,1,3,1,18,2,1,2002,2,F,46,11,2,2,1,1856733
2012,2,1,11,2,2,35,1,1,3,1,3,1,1,2002,1,F,60,11,1,2,1,1856742
2012,2,1,11,2,2,35,1,1,3,1,3,2,1,2011,2,F,42,11,2,2,1,1856742
2012,2,1,8,2,2,21,QQ,1,1,1,18,1,UU,2010,1,M,27,11,2,2,U,1856877
2012,2,1,8,2,2,21,QQ,1,1,1,18,2,1,2011,2,M,35,11,2,2,1,1856877
2012,2,1,15,2,3,23,1,4,3,1,18,1,1,2009,1,M,52,11,2,2,1,1857185
2012,2,1,15,2,3,23,1,4,3,1,18,1,1,2009,2,U,UU,QQ,N,NN,U,1857185
2012,2,1,15,2,3,23,1,4,3,1,18,2,1,2009,1,M,64,11,1,2,1,1857185
2012,2,1,15,2,3,23,1,4,3,1,18,3,1,2005,1,F,36,11,1,2,1,1857185
2012,2,1,15,2,3,23,1,4,3,1,18,3,1,2005,2,F,5,12,2,1,2,1857185
2012,2,1,15,2,3,23,1,4,3,1,18,3,1,2005,3,U,UU,QQ,N,NN,U,1857185
2012,2,1,15,2,3,24,2,4,5,1,1,1,1,2007,1,F,22,11,2,2,1,1857190
2012,2,1,15,2,3,24,2,4,5,1,1,2,1,2002,1,F,4,21,1,2,2,1857190
2012,2,1,15,2,3,24,2,4,5,1,1,2,1,2002,2,M,47,11,1,2,1,1857190
2012,2,1,15,2,3,24,2,4,5,1,1,3,1,2008,1,F,66,11,1,2,1,1857190
2012,2,1,1,2,1,4,1,5,4,1,UU,1,1,2004,1,M,60,11,2,2,1,1857191
2012,2,1,UU,2,1,3,1,1,5,3,1,1,1,2004,1,F,16,11,2,2,1,1857241
