C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,1,1,UUUU,1,F,82,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,2,1,UUUU,1,M,65,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,1,N,NN,NN,N,NN,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,2,N,NN,NN,N,NN,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,3,N,NN,NN,N,NN,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,4,N,NN,NN,N,NN,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,5,N,NN,NN,N,NN,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,6,N,NN,NN,N,NN,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,7,N,NN,NN,N,NN,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,1,M,60,11,2,UU,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,2,M,31,23,2,UU,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,5,1,UUUU,NN,N,NN,NN,N,NN,U,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,6,1,UUUU,1,M,21,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,7,1,UUUU,1,M,72,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,8,1,UUUU,1,M,61,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,9,1,UUUU,1,M,38,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,10,1,UUUU,1,F,79,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,11,1,UUUU,1,F,20,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,12,1,UUUU,1,F,47,11,1,NN,1,1854914
2012,UU,U,UU,2,UU,UU,1,U,U,U,UU,13,7,UUUU,1,M,24,11,1,NN,1,1854914
2012,UU,U,UU,1,2,UU,UU,U,U,U,UU,1,UU,UUUU,1,U,UU,UU,3,UU,U,1949899
2012,UU,U,UU,1,2,UU,UU,U,U,U,UU,2,UU,UUUU,1,U,UU,UU,3,UU,U,1949899
2012,UU,U,23,2,2,UU,UU,1,1,U,1,1,1,1996,1,M,27,11,1,UU,1,1956097
2012,UU,U,23,2,2,UU,UU,1,1,U,1,2,14,2007,1,M,21,96,2,UU,5,1956097
2012,UU,U,10,2,1,1,UU,1,Q,U,QQ,1,1,UUUU,1,U,UU,11,1,UU,1,1956975
2012,UU,U,10,2,1,1,UU,1,Q,U,QQ,99,NN,NNNN,1,F,14,99,2,1,3,1956975
2012,UU,U,23,2,2,33,UU,1,1,U,1,1,1,1999,1,M,18,12,1,2,2,1958807
2012,UU,U,23,2,2,33,UU,1,1,U,1,1,1,1999,2,M,18,11,1,2,1,1958807
2012,UU,U,23,2,2,33,UU,1,1,U,1,2,1,2006,1,M,21,11,2,2,1,1958807
2012,UU,U,5,2,2,35,UU,1,2,U,1,1,1,2005,1,F,39,11,1,2,1,1958856
2012,UU,U,5,2,2,35,UU,1,2,U,1,2,1,2010,1,M,38,11,2,2,1,1958856
2012,UU,U,15,2,4,4,UU,4,Q,U,1,1,1,2003,1,M,28,11,2,2,1,1958955
2012,UU,U,15,2,4,4,UU,4,Q,U,1,1,1,2003,2,F,23,12,1,2,2,1958955
2012,UU,U,15,2,4,4,UU,4,Q,U,1,2,1,2009,1,M,31,11,1,2,1,1958955
2012,UU,U,15,2,4,4,UU,4,Q,U,1,3,1,2012,1,M,31,11,1,2,1,1958955
2012,UU,U,15,2,4,4,UU,4,Q,U,1,4,1,1998,1,F,33,11,1,2,1,1958955
2012,UU,U,UU,2,1,6,UU,1,1,U,1,1,1,2006,1,M,19,11,2,2,1,1959847
2012,UU,U,UU,2,1,4,UU,1,Q,U,18,1,14,2012,1,M,20,96,2,9,5,1961761
2012,UU,U,12,2,2,21,2,1,5,1,3,1,1,2007,1,M,51,11,1,1,1,1979593
2012,UU,U,12,2,2,21,2,1,5,1,3,2,1,1998,1,F,47,11,2,1,1,1979593
2012,UU,U,20,2,1,5,1,1,1,4,18,1,1,2005,1,M,42,13,2,2,2,1979594
2012,UU,U,20,2,1,5,1,1,1,4,18,1,1,2005,2,M,42,11,1,1,1,1979594
2012,UU,U,14,2,1,QQ,1,1,1,1,18,1,16,UUUU,1,F,16,11,1,1,U,1979595
2012,UU,U,14,2,1,QQ,1,1,1,1,18,99,NN,NNNN,1,M,18,99,2,NN,3,1979595
