C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,1,1,UUUU,1,F,82,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,2,1,UUUU,1,M,65,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,1,N,NN,NN,N,NN,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,2,N,NN,NN,N,NN,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,3,N,NN,NN,N,NN,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,4,N,NN,NN,N,NN,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,5,N,NN,NN,N,NN,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,6,N,NN,NN,N,NN,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,7,N,NN,NN,N,NN,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,1,M,60,11,2,UU,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,2,M,31,23,2,UU,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,5,1,UUUU,NN,N,NN,NN,N,NN,U,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,6,1,UUUU,1,M,21,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,7,1,UUUU,1,M,72,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,8,1,UUUU,1,M,61,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,9,1,UUUU,1,M,38,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,10,1,UUUU,1,F,79,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,11,1,UUUU,1,F,20,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,12,1,UUUU,1,F,47,11,1,NN,1,1605079
2010,UU,U,UU,2,UU,UU,1,U,U,U,UU,13,7,UUUU,1,M,24,11,1,NN,1,1605079
2010,UU,U,17,2,2,22,UU,1,1,U,1,1,7,2007,1,M,55,11,1,2,1,1704131
2010,UU,U,17,2,2,22,UU,1,1,U,1,2,1,2008,1,M,73,11,2,2,1,1704131
2010,UU,U,UU,2,1,4,1,1,1,4,QQ,1,1,2002,1,M,31,11,2,2,1,1706339
2010,UU,U,UU,2,1,3,1,U,U,1,QQ,1,1,2009,1,M,20,11,1,2,1,1707243
2010,UU,U,UU,2,1,3,1,U,U,1,QQ,1,1,2009,2,M,21,13,2,2,2,1707243
2010,UU,U,UU,2,1,3,1,U,U,1,QQ,1,1,2009,3,M,22,22,2,1,2,1707243
2010,UU,U,8,2,2,33,UU,4,Q,U,18,1,1,2008,1,M,61,11,1,UU,1,1707679
2010,UU,U,8,2,2,33,UU,4,Q,U,18,1,1,2008,2,F,10,13,1,UU,2,1707679
2010,UU,U,8,2,2,33,UU,4,Q,U,18,2,1,2004,1,F,53,11,2,UU,1,1707679
2010,UU,U,1,2,2,35,UU,U,U,U,1,1,1,2007,1,F,44,11,2,2,1,1708433
2010,UU,U,1,2,2,35,UU,U,U,U,1,2,1,2004,1,M,38,11,1,2,1,1708433
2010,UU,U,15,2,1,4,UU,1,1,U,18,1,14,1992,1,M,51,96,2,9,5,1710689
2010,UU,U,UU,2,1,3,2,1,1,1,18,1,1,2010,1,M,21,11,1,2,1,1711335
2010,UU,U,UU,2,1,3,2,1,1,1,18,1,1,2010,2,F,19,12,1,2,2,1711335
2010,UU,U,UU,2,1,3,2,1,1,1,18,1,1,2010,3,M,1,13,2,2,2,1711335
2010,UU,U,0,2,1,6,UU,3,2,U,18,1,1,2007,1,M,25,11,1,2,1,1712087
2010,UU,U,0,2,1,6,UU,3,2,U,18,99,NN,NNNN,1,M,22,99,2,1,3,1712087
2010,UU,U,UU,2,2,32,UU,U,U,U,18,1,1,2008,1,F,29,11,2,2,1,1713104
2010,UU,U,UU,2,2,32,UU,U,U,U,18,2,8,UUUU,1,U,UU,11,U,UU,1,1713104
