C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,1,1,UUUU,1,F,82,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,2,1,UUUU,1,M,65,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,1,N,NN,NN,N,NN,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,2,N,NN,NN,N,NN,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,3,N,NN,NN,N,NN,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,4,N,NN,NN,N,NN,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,5,N,NN,NN,N,NN,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,6,N,NN,NN,N,NN,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,3,NN,2000,7,N,NN,NN,N,NN,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,1,M,60,11,2,UU,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,4,NN,NNNN,2,M,31,23,2,UU,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,5,1,UUUU,NN,N,NN,NN,N,NN,U,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,6,1,UUUU,1,M,21,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,7,1,UUUU,1,M,72,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,8,1,UUUU,1,M,61,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,9,1,UUUU,1,M,38,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,10,1,UUUU,1,F,79,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,11,1,UUUU,1,F,20,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,12,1,UUUU,1,F,47,11,1,NN,1,1479623
2009,UU,U,UU,2,UU,UU,1,U,U,U,UU,13,7,UUUU,1,M,24,11,1,NN,1,1479623
2009,UU,U,UU,2,1,3,1,1,1,3,18,1,7,1991,1,M,30,11,2,1,1,1576365
2009,UU,U,UU,2,2,33,1,1,2,1,3,1,1,2007,1,M,24,11,1,2,1,1580934
2009,UU,U,UU,2,2,33,1,1,2,1,3,2,1,1998,1,M,56,11,1,2,1,1580934
2009,UU,U,UU,2,2,33,1,1,2,1,3,2,1,1998,2,F,UU,13,2,2,2,1580934
2009,UU,U,11,2,1,3,1,4,Q,1,18,1,1,2002,1,F,17,11,2,2,1,1586109
2009,UU,U,11,2,1,3,1,4,Q,1,18,1,1,2002,2,M,UU,13,1,2,2,1586109
2009,UU,U,11,2,2,1,2,2,Q,3,UU,1,1,1998,1,M,39,11,N,UU,1,1605043
2009,UU,U,11,2,2,1,2,2,Q,3,UU,2,1,1998,1,M,18,11,2,UU,1,1605043
2009,UU,U,UU,2,2,35,3,1,5,1,5,1,1,1995,1,M,48,11,1,2,1,1605060
2009,UU,U,UU,2,2,35,3,1,5,1,5,2,6,2002,1,F,18,11,2,2,1,1605060
2009,UU,U,UU,2,2,25,3,1,5,1,18,1,1,2002,1,F,53,11,2,2,1,1605069
2009,UU,U,UU,2,2,25,3,1,5,1,18,2,1,2002,1,M,39,11,1,1,1,1605069
2009,UU,U,UU,2,2,25,3,1,5,1,18,2,1,2002,2,M,15,13,1,1,2,1605069
2009,UU,U,6,2,1,5,1,1,6,4,18,1,16,2008,1,M,14,22,2,1,U,1605076
2009,UU,U,6,2,1,5,1,1,6,4,18,1,16,2008,2,M,14,32,2,1,U,1605076
2009,UU,U,6,2,1,5,1,1,6,4,18,1,16,2008,3,M,13,12,2,1,U,1605076
