C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
1999,UU,U,8,2,2,33,UU,1,1,U,QQ,1,1,1988,1,M,27,11,1,2,1,114135
1999,UU,U,8,2,2,33,UU,1,1,U,QQ,1,1,1988,2,F,26,13,2,2,2,114135
1999,UU,U,8,2,2,33,UU,1,1,U,QQ,2,1,1985,1,F,19,11,1,2,1,114135
1999,UU,U,UU,2,1,1,1,4,Q,1,18,1,1,1991,1,M,82,11,1,2,1,119056
1999,UU,U,UU,2,1,1,1,4,Q,1,18,99,NN,NNNN,1,M,71,99,2,1,3,119056
1999,UU,U,16,2,2,21,UU,1,1,U,1,1,1,1994,1,M,38,11,2,2,1,122844
1999,UU,U,16,2,2,21,UU,1,1,U,1,1,1,1994,2,M,53,13,2,2,2,122844
1999,UU,U,16,2,2,21,UU,1,1,U,1,2,1,1992,1,M,40,11,1,2,1,122844
1999,UU,U,UU,2,1,3,1,U,1,6,18,1,1,1994,1,F,38,11,2,UU,1,123676
1999,UU,U,UU,2,3,21,UU,1,1,U,1,1,1,1987,1,F,19,11,1,2,1,125591
1999,UU,U,UU,2,3,21,UU,1,1,U,1,2,1,UUUU,1,F,34,11,2,2,1,125591
1999,UU,U,UU,2,3,21,UU,1,1,U,1,3,1,1988,1,M,16,11,1,2,1,125591
