C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
1999,1,1,20,2,2,34,UU,1,5,3,3,1,6,1990,1,M,41,11,1,UU,1,752
1999,1,1,20,2,2,34,UU,1,5,3,3,2,1,1987,1,M,19,11,1,UU,1,752
1999,1,1,20,2,2,34,UU,1,5,3,3,2,1,1987,2,F,20,13,2,2,2,752
1999,1,1,8,2,1,1,UU,5,3,6,18,1,1,1986,1,M,46,11,1,UU,1,753
1999,1,1,8,2,1,1,UU,5,3,6,18,99,NN,NNNN,1,M,5,99,2,UU,3,753
1999,1,1,17,2,3,QQ,QQ,1,2,1,1,1,1,1984,1,M,28,11,1,UU,1,820
1999,1,1,17,2,3,QQ,QQ,1,2,1,1,2,1,1991,1,M,21,11,1,UU,1,820
1999,1,1,17,2,3,QQ,QQ,1,2,1,1,2,1,1991,2,F,UU,13,2,UU,2,820
1999,1,1,17,2,3,QQ,QQ,1,2,1,1,3,1,1992,1,M,UU,11,2,UU,1,820
1999,1,1,15,2,1,4,UU,1,5,U,UU,1,1,1997,1,M,61,11,1,UU,1,932
1999,1,1,15,2,1,4,UU,1,5,U,UU,1,1,1997,2,F,56,13,2,2,2,932
1999,1,1,14,2,2,31,UU,3,4,2,UU,1,1,1993,1,F,34,11,1,UU,1,992
1999,1,1,14,2,2,31,UU,3,4,2,UU,2,1,1997,1,F,34,11,2,2,1,992
1999,1,1,1,2,1,QQ,UU,1,2,5,UU,1,6,1985,1,M,22,11,2,2,1,1067
1999,1,1,1,2,1,QQ,UU,1,2,5,UU,1,6,1985,2,M,28,13,2,2,2,1067
1999,1,1,11,2,2,34,UU,1,2,2,1,1,6,1988,1,F,30,11,2,2,1,1243
1999,1,1,11,2,2,34,UU,1,2,2,1,2,6,1993,1,M,49,11,2,2,1,1243
1999,1,1,11,2,2,34,UU,1,2,2,1,1,6,1988,1,F,30,11,2,2,1,1266
1999,1,1,11,2,2,34,UU,1,2,2,1,2,6,1993,1,M,49,11,2,2,1,1266
1999,1,1,11,2,2,21,UU,1,5,1,UU,1,1,1994,1,M,32,11,1,UU,1,1331
1999,1,1,11,2,2,21,UU,1,5,1,UU,2,6,1985,1,M,34,11,2,2,1,1331
1999,1,1,13,2,2,34,UU,1,1,4,UU,1,6,1994,1,M,22,11,1,UU,1,1677
1999,1,1,13,2,2,34,UU,1,1,4,UU,2,1,1993,1,F,31,11,2,2,1,1677
1999,1,1,19,2,2,34,UU,1,1,1,UU,1,1,1995,1,M,68,11,1,UU,1,1689
1999,1,1,19,2,2,34,UU,1,1,1,UU,2,1,1992,1,F,30,11,2,2,1,1689
1999,1,1,19,2,2,34,UU,1,1,1,UU,2,1,1992,2,F,8,23,2,2,2,1689
1999,1,1,16,2,2,23,UU,1,1,1,18,1,1,1998,1,M,45,11,2,2,1,1719
1999,1,1,16,2,2,23,UU,1,1,1,18,2,1,1989,1,M,17,11,1,UU,1,1719
1999,1,1,9,2,1,4,UU,3,5,5,18,1,1,1998,1,F,41,11,2,2,1,1759
1999,1,1,2,2,2,34,UU,1,2,2,1,1,1,1997,1,F,33,11,2,2,1,1980
1999,1,1,2,2,2,34,UU,1,2,2,1,2,1,1990,1,M,82,11,1,UU,1,1980
1999,1,1,18,2,1,1,UU,3,2,1,18,1,1,1990,1,F,61,11,1,UU,1,2003
1999,1,1,18,2,1,1,UU,3,2,1,18,99,NN,NNNN,1,M,39,99,2,NN,3,2003
1999,1,1,13,2,1,1,UU,3,2,1,UU,1,11,UUUU,1,F,37,11,1,UU,1,2005
1999,1,1,13,2,1,1,UU,3,2,1,UU,2,1,1995,1,F,55,11,1,UU,1,2005
1999,1,1,13,2,1,1,UU,3,2,1,UU,99,NN,NNNN,1,F,38,99,2,NN,3,2005
1999,1,1,17,2,4,QQ,UU,1,2,1,1,1,1,1989,1,M,21,11,1,UU,1,2030
1999,1,1,17,2,4,QQ,UU,1,2,1,1,2,6,1990,1,F,43,11,1,UU,1,2030
1999,1,1,17,2,4,QQ,UU,1,2,1,1,3,1,1994,1,M,UU,11,2,2,1,2030
1999,1,1,17,2,4,QQ,UU,1,2,1,1,4,UU,1996,1,M,UU,11,2,2,U,2030
